coord.TE,chrom.TE,start.TE,end.TE,TE,peak.ID,score,strand,class/fam,unmerged,H3K27ac_adipose_tissue,H3K27ac_adrenal_gland,H3K27ac_amnion,H3K27ac_angular_gyrus,H3K27ac_aorta,H3K27ac_ascending_aorta,H3K27ac_body_of_pancreas,H3K27ac_breast_epithelium,H3K27ac_caudate_nucleus,H3K27ac_chorion,H3K27ac_chorionic_villus,H3K27ac_cingulate_gyrus,H3K27ac_colonic_mucosa,H3K27ac_coronary_artery,H3K27ac_dorsolateral_prefrontal_cortex,H3K27ac_duodenal_mucosa,H3K27ac_endocrine_pancreas,H3K27ac_esophagus,H3K27ac_esophagus_muscularis_mucosa,H3K27ac_esophagus_squamous_epithelium,H3K27ac_gastrocnemius_medialis,H3K27ac_gastroesophageal_sphincter,H3K27ac_heart_left_ventricle,H3K27ac_heart_right_ventricle,H3K27ac_kidney,H3K27ac_large_intestine,H3K27ac_layer_of_hippocampus,H3K27ac_liver,H3K27ac_lung,H3K27ac_mucosa_of_rectum,H3K27ac_muscle_layer_of_colon,H3K27ac_muscle_layer_of_duodenum,H3K27ac_muscle_of_leg,H3K27ac_muscle_of_trunk,H3K27ac_ovary,H3K27ac_pancreas,H3K27ac_parathyroid_adenoma,H3K27ac_Peyer's_patch,H3K27ac_placenta,H3K27ac_placental_basal_plate,H3K27ac_prostate_gland,H3K27ac_psoas_muscle,H3K27ac_rectal_smooth_muscle_tissue,H3K27ac_right_atrium_auricular_region,H3K27ac_right_cardiac_atrium,H3K27ac_right_lobe_of_liver,H3K27ac_sigmoid_colon,H3K27ac_skeletal_muscle_tissue,H3K27ac_small_intestine,H3K27ac_spinal_cord,H3K27ac_spleen,H3K27ac_stomach,H3K27ac_subcutaneous_abdominal_adipose_tissue,H3K27ac_suprapubic_skin,H3K27ac_temporal_lobe,H3K27ac_testis,H3K27ac_thoracic_aorta,H3K27ac_thymus,H3K27ac_thyroid_gland,H3K27ac_tibial_artery,H3K27ac_tibial_nerve,H3K27ac_transverse_colon,H3K27ac_trophoblast,H3K27ac_upper_lobe_of_left_lung,H3K27ac_urinary_bladder,H3K27ac_uterus,H3K27ac_vagina,specificity.score
chr12:51601550-51601633,chr12,51601550,51601633,MER5A,MACS_peak_1211,0,-,DNA/hAT-Charlie,MER5A,1.57288,0.863228,0.3930275,1.8863465,0.719319666666667,0.3968155,0.587297333333333,0.3640905,3.72466,0.7653082,1.16934366666667,1.197378,0.323193333333333,0.629627,0.54164,1.43002,0,0.793183666666667,0.797903666666667,0.487145,0.154635,0.345788333333333,0.0935796666666667,0.516430666666667,0.42287,0.566086,1.27000666666667,0.43039,1.79221266666667,0,1.152875,0.370614,0,0.821965,1.18802,1.466518,0.7160085,0.429571666666667,0.62976,0.577637,0.514766666666667,0.206851,1.309955,0.45609,0,0.246467333333333,0.449604333333333,0,1.0443178,0,0.613561,1.07089666666667,0.1341885,0.779738,1.07328,0.699992,0.206325266666667,0.366757,1.9055,0.733038,0.975552,1.030602,1.1121055,0.522280333333333,0.687909,0.696691666666667,0.296681,0.501359781245514
chr12:51776868-51776955,chr12,51776868,51776955,L2d2,MACS_peak_1212,0,-,LINE/L2,L2d2,0.127242,0.587596666666667,0.817057,1.0831655,0.202488,0.4638165,0.834116,3.201875,1.071763,1.45915,0.940078333333333,1.59015,0.985601333333334,0.16484319,1.499529,0.771733,0,0.410963666666667,0.580309,0.635715,0.206516333333333,0.578454333333334,0.380396666666667,1.09351333333333,0.564823,0.32564,1.750034,0.876264666666667,0.266027666666667,0,0.09573445,0.09461835,0.93819,0.955752,0.725508,0.353376666666667,0.7194965,0.468211666666667,0.421407333333333,1.659542,0.604176333333333,0.1003804,0,0.533539666666667,0.697936,0.296125,0.33264,0.0430754,0.722064666666667,0.757563,0.479593333333333,0.713340666666667,0.395469,0.0248143999999999,1.833805,0.805401,1.10084633333333,2.02779,0.805325,0.0471161666666667,0.630318666666667,0.591828666666667,0.8804885,0.749170333333333,0,0.537844433333333,0.995267333333334,0.399015450303168
chr12:52249418-52249524,chr12,52249418,52249524,L1ME4a,MACS_peak_1214,0,-,LINE/L1,L1ME4a,1.38537,1.451901,1.093395,0.505235,0.166164066666667,0.866163,1.06647466666667,1.755765,0.3591,1.051775,1.94417333333333,0.8313015,0.973491666666667,1.103345,0.3799785,3.81889,0,0.541772666666667,1.20774566666667,1.349324,1.61488666666667,0.955017,1.09268866666667,0.469656333333333,3.519815,0.7041605,0.758413,0.583802,1.17280473333333,2.51006666666667,0,0.531286,1.78175,1.94438,0.412241,0.593287333333333,0.8985,1.45189433333333,0.570528,1.854475,1.30261666666667,0.261660666666667,0.4762955,1.70673666666667,0.8263205,0.603748666666667,1.06456533333333,0.3829215,0.793222666666667,2.73896,1.07097366666667,0.887307666666667,1.71584,1.5993,1.424016,0.8590905,0.879815666666667,0.772742,1.35636666666667,0.596555333333333,6.04614666666667,1.021953,1.4976465,1.67351666666667,1.62633,1.06963966666667,0.643531,0.532396570876881
chr12:52581061-52581200,chr12,52581061,52581200,MIR3,MACS_peak_1217,0,-,SINE/MIR,MIR3,0.0703968,0.788785333333333,1.66767,1.1290075,1.89829333333333,6.862925,0.892765666666667,3.655915,0.504977,2.97972,4.78998666666667,0.1914855,0.186143333333333,4.479845,0.672552,0.458141,0.949907,3.11116666666667,2.26633333333333,5.46645666666667,0.605276666666667,1.37804833333333,0.601883333333334,0.495218,1.846715,0,0.922402333333333,0.122136,2.161812,0.524865333333333,1.2760575,0.7074,0.11301,0.8636925,0.982994,2.10779,1.0849595,0.687712333333333,6.38011,7.81234,0.375968666666667,0.325273333333333,0.380694,0.700997,1.197715,1.30269666666667,1.20226166666667,0.854472,0.00506953333333333,1.08278,1.63346,1.47569033333333,0.800008,2.72467,0.370943,0.3489355,6.65239666666667,1.06800333333333,0.730032333333333,2.746114,0.629517333333333,0.118862026666667,0.272463,1.43669,1.21226,0.647614333333333,0.637208,0.247791437699407
chr12:52796340-52796438,chr12,52796340,52796438,L2c,MACS_peak_1220,0,+,LINE/L2,L2c,0.431583,0.6979492,1.453585,0.1939015,0.139476,0.396145,0.514578,0.2640955,0,1.5650515,1.55959333333333,0.572577,0.212455333333333,0.729777,1.67034,0.0393045,0,0.230557333333333,0.650183333333333,0.636906,0.18967,0.602783,0.363146,1.11515933333333,0,0.3566825,0.924270666666667,0.293774333333333,1.380285,0.192737,0,0.680896,0.3776715,3.14018491736755e-16,0.749983,0.826456666666667,0.6058685,0.151475,0.3525068,0.850171,1.35071233333333,1.37343433333333,0.1222065,0.157246666666667,0.01363245,0.182907666666667,0.266423766666667,0,0.556918333333333,0,0.297646,0.269124333333333,0.0470849,0.26908,0.1329625,0.41477,0.380815933333333,0.0435975666666667,0.936941333333334,0.446219666666667,0.365680666666667,0.0471825666666666,0.288935,0.632999333333333,0.709998,0.672574666666667,1.27775733333333,0.0936124877247622
chr12:53321582-53321859,chr12,53321582,53321859,AluSq2,MACS_peak_1226,0,+,SINE/Alu,AluSq2,0.69374,0.690451333333334,5.33307,0.691676,0.790862666666667,1.704,5.76505666666667,2.665515,0.5407115,8.798425,8.9014,0.49347445,6.52118666666667,9.846485,1.076887,0.829689,12.5147,0.360476666666667,2.91614666666667,1.20740533333333,0.741309666666667,1.43496266666667,0.936401,1.21251,1.6133,8.357565,0.542063,3.74969666666667,1.04583666666667,14.2655666666667,0.514226,1.6175,0.379384,0.609113,0.845727,3.28962,1.409091,5.02358333333333,12.5938166666667,8.73951,1.153986,0,1.045008,1.86646,1.738695,16.7669,2.65847766666667,0.323424,9.15642333333333,0,2.23780333333333,3.22579666666667,1.73505,2.00296,0.3724095,1.26385,1.59545666666667,0.378988333333333,6.58026666666667,1.94112666666667,1.46942733333333,4.01308666666667,6.75477,3.26478333333333,0.0826927,1.276961,1.38611533333333,0.254658419343111
chr12:53370109-53370206,chr12,53370109,53370206,L2d2,MACS_peak_1227,0,+,LINE/L2,L2d2,1.184,0.468065,1.531145,0.372879,0.188318333333333,0.5988375,1.65324333333333,0.8601365,0.614323,2.24938,3.92346333333333,1.1839295,1.20912333333333,2.160137,1.001745,1.82948,0,1.25090633333333,1.32951333333333,0.96224,0.614573,1.0853862,0.646957666666667,0.619315,1.7312175,2.62628,0.735901333333333,2.16613433333333,0.779799666666667,2.19286666666667,0.6249633,0.6767,0.457016,1.3833,0.417522,0.943053333333333,1.307545,0.922265666666667,5.53992666666667,3.04459,1.30620666666667,0.686337333333333,0.915221,1.43870866666667,1.692265,5.38398666666667,2.219505,0.6965695,1.76083266666667,5.76864,2.45259666666667,1.14850333333333,0.156301,0.304101,0.0840565000000001,0.594383,0.660517333333333,1.49382,2.15277,0.942309,0.66434,1.125425,1.2592595,1.02215666666667,0.595849,1.157121,1.75973,0.285413378479913
chr12:54136273-54136411,chr12,54136273,54136411,MIR3,MACS_peak_1231,0,-,SINE/MIR,MIR3,0,0.316259666666667,1.085095,0.51867,0.0933921333333334,0.2275941,0.477333,0.3882005,0.8172635,0.3894485,1.17485466666667,0.7934795,0.0381366666666667,0.5095495,0.8494845,0,0,0.865628333333334,0.418368333333333,0.993194,0.302966,0.467989,0.451552333333333,0.4353322,1.0538775,0,0.741299,0.266965333333333,0.329936,0.341156333333333,0.063879,0.4205895,0.475339,0.453979,0.702982,1.65506333333333,0.505066,0.647474,0.789570333333333,1.093294,0.338869666666667,0.108526333333333,0.122131499999999,0.595303333333333,0.6043265,0.426166333333333,0.422964,0.1104325,0.264796,0.751326,0.194149333333333,0.2597751,0.7862795,0.388241,0.531805,0.6326675,0.1880821,0.241848333333333,0.364387,0.525001,0.368338333333333,0.368184666666667,0.3721465,0.544828333333333,0.12737,0.678527,0.587360333333333,0.270225611509297
chr12:54136679-54136789,chr12,54136679,54136789,L2c,MACS_peak_1231,0,+,LINE/L2,L2c,0,0.311071,0.8191255,0.742125,0.142829,0.523273,0.382338,0.499222,0.94236,1.342925,1.24354833333333,0.7735185,0,0.3836861,1.97412,0,0,0.693243,0.904312666666667,0.241598933333333,0.786298333333334,0.212522,0.116526666666667,0.233975,0.966716,0.1997925,0.896911666666667,0.548578333333334,0.956483333333334,0.865623666666667,0.4897845,0.643841,0.999345,1.06215,1.19714,0.577277666666667,0.8164765,0.291525,0.338329333333334,1.36359,0.891623666666667,0.255637333333333,0.266766,0.413508,0.3815285,0.386454333333333,0.496841666666667,0.484433,0.328449666666667,1.64373,0.558399666666667,0.774463333333333,0,0.114111,0.614013,0.465164,0.467066533333333,0.0181792666666666,0.358319,0.43251,0.272527666666667,0.242938333333333,0.3199105,0.682677333333333,0.459004,0.702239,0.05585,0.234572175279435
chr12:54215083-54215187,chr12,54215083,54215187,FRAM,MACS_peak_1232,0,-,SINE/Alu,FRAM,1.14364,0.307624733333333,1.84093,0.5661595,1.09178633333333,0.896411,0.431448,0.641719,0.1660535,0.360277,0.480122,0.3639295,0.115881653333333,0.6002455,0.64604,0.744768,0,0.330035,0.858376666666667,0.412356233333333,1.54583733333333,0.660138666666667,0.572409,2.15275666666667,0.7708665,0,0.347901333333333,0.0935580000000001,0.812676333333333,0.373433333333333,0.2772155,0.424206,0.04405435,3.14018491736755e-16,0.423615,0.654847,0.4156505,0.792391,0.912472666666667,0.4315895,0.605663333333333,0.184127,0.3097405,0.376196666666667,0.892863,0.207985,0.142907666666667,0.5574395,0.195353333333333,0.668405,0.2738933,0.257831666666667,0.3620525,0.831714,0.4912235,0.285894,0.4210341,0.307265,0.567976333333333,0.282521333333333,0.491074,0.419172666666667,0.620555,0.458922666666667,0.0203126,0.915552166666667,0.831864,0.343111646997384
chr12:56655273-56655649,chr12,56655273,56655649,L2d,MACS_peak_1238,0,-,LINE/L2,L2d,1.30959,0.947594,2.463675,0.6607,0.577673,0.4953435,0.566123333333333,0.618628,0.6077865,4.6315,2.45696666666667,0.771367,1.165476,0.3478615,0.7628405,1.51564,0.57375,1.11438066666667,1.00595966666667,1.52596333333333,11.4983566666667,0.717246333333333,0.558272333333333,0.304585,0.3009195,7.436105,0.224913666666667,0.357816,0.167764,3.23204333333333,1.414495,1.25403,4.299795,5.338115,0.379927,0.339440666666667,0.6909295,1.381245,8.11449666666667,1.851845,0.907659,5.33038,0.6368265,0.629838333333333,1.118085,0.250738666666667,0.457677,22.0677,1.670792,0.818937,0.69514,0.792315333333333,1.306855,2.25812,0.432848,1.027867,0.469286333333333,0.634686666666667,0.608287333333333,0.679138333333334,0.796934333333334,1.21719333333333,3.265035,0.541249,1.64364,0.776621666666667,1.46363366666667,0.717513001289539
chr12:56655674-56655867,chr12,56655674,56655867,MamSINE1,MACS_peak_1238,0,+,SINE/tRNA-RTE,MamSINE1,1.59517,1.46570833333333,1.574965,0.881839,0.494236333333333,0.703142,0.323744633333333,0.562233,0.2309613,1.7337365,1.51101666666667,1.3137385,0.755205666666667,0.697995,1.626015,2.03235,0,1.64822733333333,1.49489333333333,1.47955666666667,7.96787666666667,0.818836333333334,0.541321,0.395919666666667,0.2482465,1.701075,0.901233333333333,0.250918766666667,0.771089666666667,0.506552,0.71623,1.157857,4.146485,4.157155,1.70262,0.451607,0.9493795,0.930113333333334,5.30975333333333,1.381853,0.712364,5.47425666666667,1.274985,0.627330666666667,1.396165,0.844519666666667,0.667405666666667,24.08675,0.259782,0.342106,0.391148333333334,0.795897333333333,0.7837205,0.664974,0.867375,0.6522295,1.027021,3.946704,0.263570733333333,0.744948,0.518749333333333,0.59381,1.69173,0.886777666666667,0.118733,0.546870666666667,1.71498333333333,0.879154203038684
chr12:6435044-6435190,chr12,6435044,6435190,MIRb,MACS_peak_1188,0,+,SINE/MIR,MIRb,0.491424,1.97054666666667,0.7347985,1.67937,0.680812666666667,3.857345,1.23419833333333,4.625775,1.3387875,2.13133,1.100233,1.966185,2.29026666666667,2.86853,1.286227,0,0,2.46335666666667,2.77547666666667,1.94236333333333,3.06474333333333,3.46205,1.63793666666667,1.31757333333333,1.9466695,0.513665,1.28399766666667,2.08173333333333,1.7983,1.66769666666667,1.0045825,2.18596,1.159465,1.0910305,2.50065,0.546813666666667,2.347795,1.80209,2.08843,0.815999,1.72676333333333,1.58133,1.830955,1.115762,0.685029,5.42866666666667,3.35307333333333,0.1490445,1.95508666666667,1.8712,3.45965666666667,2.82324666666667,6.139415,2.14378,1.2732065,1.3790905,1.42200666666667,2.88645333333333,1.476769,1.27628966666667,3.52438,3.78262,1.25407,3.16897333333333,0.16358,4.16479666666667,4.37525,0.205356853523208
chr12:6435191-6435498,chr12,6435191,6435498,AluSg4,MACS_peak_1188,0,+,SINE/Alu,AluSg4,0.953455,1.36278,0.458883,0.343010575,0.223784366666667,2.01565,1.05841933333333,2.68384,0.2359735,2.411755,0.983148666666667,0.9794775,0.832338,1.79064,0.28474375,0,1.843,1.205383,3.08349666666667,3.18386666666667,2.30439333333333,3.71123333333333,0.604960333333334,0.907567333333333,0.695175,0.870617,0.377318333333333,1.10002333333333,0.577621,0.503550733333333,0.9057305,0.729762,1.0566375,0.866249,3.4799,0.418676,1.028059,2.16855666666667,0.783718333333333,0.976472,2.53520666666667,0.279992666666667,1.785345,1.39251666666667,0.6666905,4.06861333333333,4.44927,0.356823585,0.333993333333333,0.843914,2.91597333333333,2.88320033333333,3.92246,1.56056,0.965831,2.03429,2.02790666666667,0.595104666666667,1.51957,1.00914666666667,2.96178666666667,5.16053,0.78487,2.64646333333333,0,7.21166666666667,4.50174333333333,0.32014465003544
chr12:67145317-67145364,chr12,67145317,67145364,L2c,MACS_peak_1242,0,+,LINE/L2,L2c,1.00863,0.234405666666667,1.34535,0.1813985,0.279401333333333,0.567165,0.292755666666667,0.5531055,0.498417,0.6911225,1.10592666666667,0.5774775,0.41708,0.267298,0.4966685,0.474753,0,0,1.004566,0.399906,0.105003,0.725031333333334,0.167074333333333,0,0.9880345,0.5148425,0.533775666666667,1.26050666666667,2.06584666666667,0,0.8765915,1.1085635,0,0.296185,0.438559,1.44119166666667,0.6294615,0.295766333333333,0.484927,0.422383,0.234416666666667,0.670415333333333,0.6294225,0.220376666666667,0,0.295805666666667,0.563245333333334,0,1.99466,0,0.378533333333333,0.56184,0,0.79014,0.525725,0.641536,0.428668233333333,0.042549,0.585458333333334,0.530752333333333,0.507528666666667,0.850982333333334,1.444395,0.268695666666667,1.07313,0.203507333333333,0.174379,0.218102898862289
chr12:736260-736337,chr12,736260,736337,MIR,MACS_peak_1171,0,+,SINE/MIR,MIR,1.47783,1.15316933333333,0.3487755,1.23949,0.00565273333333333,0.361757,0.829165333333333,0.6963025,0.8263785,0.765337,2.14793666666667,0.4476515,0.211557333333333,0.26641,0,1.64753,0,0.522901666666667,0.748162666666667,0.974148333333333,6.65292333333334,0.491899,1.63558666666667,0.867854,0.7853335,0,0.3069772,0.220297666666667,0.504535333333333,0.743932,1.04877,0.6928995,1.004065,0.576443,0.36397,0.0644278333333333,0.5710295,0.423742333333333,1.10991666666667,1.4684045,1.02060866666667,1.307334,0,2.29569666666667,0.6976015,0.776556666666667,0.649966333333333,0.7923135,0.0753083666666667,0.600742,1.05927166666667,1.01951566666667,1.503565,0.332814,0.4218145,2.24473,0.571717333333333,0.0681756666666667,0.300220166666667,0.473580333333333,0.354427,0.666710666666667,0.5536295,1.09345066666667,0,0.543327666666667,2.35796966666667,0.727066425027123
chr12:736415-736534,chr12,736415,736534,L2d2,MACS_peak_1171,0,+,LINE/L2,L2d2,0,1.17617166666667,0.4543055,0.64164265,0.0477876666666667,0.1548424,0.655282666666667,1.0063315,0.503952,1.374517,1.18859166666667,0.695795,0,0.532782,0.2510535,1.2484,0,0.858176666666667,1.95487333333333,0.799275666666667,9.07264666666667,0.908731666666667,2.19731333333333,1.927235,0.3935885,0.4308505,0.539186,0.913614666666667,1.07435666666667,0,0.31423315,0.6738225,0,1.36901,1.44335,0,1.234186,0.671149666666667,0.946581333333334,1.543868,0.882174,1.067526,0.359019,2.80410666666667,0.3016485,0.348355333333333,0.600557666666667,1.31307,1.02062966666667,0,1.67845,0.496695333333333,2.079625,0.945058,0.559585,1.80437,0.759,0.873111,0.788744333333333,0.510705,1.09470733333333,0.461808666666667,0.7269515,1.47750666666667,0,0.394978,1.196634,0.826301156159078
chr12:736563-736718,chr12,736563,736718,L2d2,MACS_peak_1171,0,-,LINE/L2,L2d2,1.78689,1.55784366666667,0.2626405,0.5311215,1.05197933333333,0.6632185,0.605148,1.57448,1.5512,2.1625,2.03832666666667,0.922659,0.276793666666667,1.35593,0.3368595,0.428333,0,0,1.52996533333333,1.39696333333333,12.8478666666667,0.861787,2.95596,1.94513333333333,0.865071,0,1.22026366666667,0.644627333333333,2.113761,0,0.4656745,0.7183795,0.8037115,2.27579,0.696742,0.12759,1.08907,0.965757666666667,2.54937666666667,3.442925,1.19165666666667,4.24696666666667,1.569245,4.49185666666667,1.52969,1.66185,0.744351333333334,3.20868,0.436744,0,1.289082,0.698831733333333,2.28803,1.16168,1.62804,1.801345,1.06625133333333,0.446681666666667,0.929381,0.857758333333333,1.15516,0.637949,1.043177,0.853114666666667,0.230495,0.790021,2.28284233333333,0.787613350618458
chr12:736965-737115,chr12,736965,737115,AluSx,MACS_peak_1171,0,+,SINE/Alu,AluSx,1.18241,0.846525666666667,2.278865,0.7660845,0.207201333333333,2.91314,1.38532333333333,2.250445,1.80333,3.66617,5.64931,0.961713,0.53881,3.101035,1.0484005,0.868219,0.387069,0.538044333333333,2.68366666666667,2.83004,18.7136333333333,2.181525,7.2747,5.59868666666667,1.86035,0.2437835,1.13621066666667,2.00532333333333,3.15755,1.021195,1.7675965,1.128755,7.398805,1.141,0.265952,0.71013,1.280136,1.10412133333333,5.22425,4.035375,1.59114666666667,4.26942666666667,1.265165,4.94591333333333,6.753855,9.98052,1.109763,8.04777,1.22999,0.600051,1.907494,1.60211033333333,6.46742,1.38389,0.852506,1.1338065,0.802105,1.021469,1.17104566666667,0.763168666666667,1.028332,2.72669666666667,1.2193625,1.75483833333333,0.957082,1.86713333333333,1.816641,0.588823915006391
chr12:88960446-88960600,chr12,88960446,88960600,L2,MACS_peak_1252,0,-,LINE/L2,L2,0.742063,0.632945,0.8767385,0.9741305,1.09766666666667,0.4658105,1.232917,2.415035,0.65879705,1.548755,0.975517333333334,1.060031,3.96168333333333,1.158315,0.9114595,0.852394,1.26616,1.68816,3.36678333333333,1.33019333333333,1.15174333333333,4.53045333333333,1.012879,1.0612,1.0495725,2.323925,0.569834666666667,0.531905666666667,3.34981333333333,5.50940333333333,3.2507,1.834505,0,1.57009245868377e-16,1.24327,1.87308333333333,0.437177,1.52421666666667,0.902383,0.776535,1.014724,0.735183333333334,2.596365,0.6539494,0.106714,0.841473333333333,3.04077,1.31117,3.03437666666667,0.0550353000000001,0.350409,3.5107,1.057627,0.799081,1.538985,1.42922,0.368987666666667,1.00961633333333,0.468411666666667,0.553735333333333,1.44349033333333,5.83928333333333,0.6456625,2.36973333333333,1.22355,3.22632,1.17279466666667,0.23952942675701
chr12:94472201-94472790,chr12,94472201,94472790,L2c,MACS_peak_1256,0,-,LINE/L2,L2c,0.756786,0.865929666666667,2.868175,0.618301,0.952870333333334,0.4029045,0.600528333333333,0.7162685,0.3775635,1.043559,2.15613,0.8820745,0.527794333333333,0.7217865,0.447334,0.670027,0.866407,0.513539333333333,0.373015866666667,0.392538666666667,0.328005666666667,0.238032333333333,0.558214333333333,0.800002333333333,0.6910685,0.327295,0.328707233333333,0.2881215,0.681014666666667,0.594084666666667,0.487342,0.918228,0.3027045,0.3607645,0.463755,0.64822,0.790877499999999,0.555908,2.32962666666667,1.1742185,0.832597666666666,0.483446666666667,0.3947995,0.580160666666667,0.8076135,0.510799333333333,0.412903333333333,0.2546685,0.415522,0,0.403290666666667,0.69967,0.5352305,0.69069,0.685363,0.742889,0.466185333333333,1.22154666666667,0.540038333333333,0.799141333333333,0.784947666666667,0.396004333333333,3.760435,0.49813,0.177186,0.739060666666667,0.420485333333333,0.522756123440009
chr12:94569496-94569774,chr12,94569496,94569774,L2a,MACS_peak_1257,0,-,LINE/L2,L2a,1.68692,0.833596333333333,1.06023,1.845895,0.730818,0.952242,0.455338333333333,1.13296,1.765873,1.30796,1.16073266666667,1.99957,2.506903,0.856708,2.83509,2.52291,7.5314,0.280633333333333,1.16973666666667,1.254013,1.24872266666667,0.587972666666667,0.737049333333334,0.508793666666667,0.6312155,0.4808445,1.31447,1.74023433333333,1.73826666666667,2.05148666666667,0.8457335,1.92785,0.77092,1.497435,0.565541,0.245715666666667,0.9626765,1.71138333333333,1.31379333333333,1.126005,1.18474566666667,0.490515,0.45717,1.023331,1.83198,3.41910666666667,0.845170666666667,0.7345355,1.61994833333333,0.233913,25.4499333333333,1.852852,0.3793245,0.619955,1.63573,0.8720635,1.88096,1.27408333333333,0.76265,0.915160666666667,0.930341,0.942753666666667,3.87504,5.01817333333333,0.947577,0.955559666666667,1.183079,0.929653110546556
chr12:96648363-96648736,chr12,96648363,96648736,L2c,MACS_peak_1263,0,-,LINE/L2,L2c,1.72563,0.776643,1.87779,1.94544,1.203345,3.56329,2.46686333333333,7.54088,2.79225,2.08429,2.05604666666667,2.10289,8.66926,4.079485,2.454585,3.27463,0.293009,5.10667666666667,3.79483,5.07166666666667,5.31884666666667,5.14552666666667,3.06928666666667,2.17894333333333,5.05673,1.096852,2.44390666666667,5.63888333333333,4.88302666666667,4.44070333333333,1.488295,4.76736,8.123955,2.218085,1.0291,0.847588,2.865165,4.07993333333333,7.84877,2.039985,1.93676666666667,3.65224,3.03497,4.33669333333333,3.94546,9.40543666666667,4.85186,5.250555,4.97488666666667,3.69678,5.31298,3.24621,7.621685,3.72698,1.4782275,1.292005,1.54500333333333,1.54299666666667,3.74767333333333,1.91003666666667,1.83745,2.65192666666667,2.70479,4.05949666666667,1.35537,4.35723666666667,4.78275,0.139521528842227
chr12:96648735-96649206,chr12,96648735,96649206,L2c,MACS_peak_1263,0,-,LINE/L2,L2c,2.32791,0.785410333333334,1.884985,3.10674,1.96913,3.23366,2.04919333333333,6.12821,3.573465,1.4125735,2.80336666666667,2.42105,6.09699,4.94118,1.93224,3.06168,2.38568,6.23240666666667,4.88826666666667,4.08636,4.29632,5.81413333333333,4.20975333333333,5.62145666666667,6.00927,2.03688,2.75754,3.14921666666667,4.87439666666667,5.43346,2.54632,3.931945,9.619895,6.006745,1.45932,2.78984333333333,2.92831,3.66590666666667,3.85207333333333,1.2399035,1.61195666666667,3.35385,2.600135,6.70015,6.238095,5.24674,5.74797,6.04196,6.75506666666667,4.75864,5.23624,3.99244,10.63238,3.46672,1.70187,1.360785,1.54693133333333,2.49411,2.81431666666667,1.41225333333333,1.91386333333333,4.42107333333333,2.977085,4.19093666666667,0.975194,3.50093,5.63834,0.231173840499533
chr13:100574734-100574910,chr13,100574734,100574910,L2c,MACS_peak_1487,0,+,LINE/L2,L2c,1.00767,0.403914666666667,0.802756,0.4143185,0.463767666666667,0.00935759999999997,0.490783766666667,0.574851,0.5981055,0.7302685,0.786683666666667,1.1966,1.31089333333333,0.2852835,0.638776,0.768629,0,0,0.387305333333333,0.3864979,0.16926,0.172478333333333,0.432733666666667,0,0.4641755,0.475795,0.887832666666667,0.299688,0.453425533333333,0.24033,0,0.4368405,0.00386738499999999,0,1.31212,0.682868333333334,0.8203985,0.116905666666667,0.159155666666667,0.0154611999999999,0.382682666666667,0.203625866666667,0.6429435,0.833547,0.550491,0.287058333333333,0.403957333333333,0.38274,0.238599333333333,1.02802,0.747646666666667,0.417083,0.4873445,0.476877,0.384491,0.9266235,0.422645,1.25876666666667,0.411571333333333,0.269470666666667,0.7025334,0.791366,0.545024,0.566750666666667,0.243805,0.243342233333333,0.420632666666667,0.0728955009371896
chr13:113900864-113900982,chr13,113900864,113900982,L2b,MACS_peak_1490,0,-,LINE/L2,L2b,0.32468,0.791068333333333,1.75965,0.4862835,0.105137333333333,0.575015,0.473371666666667,1.2527535,1.0283375,0.5762085,1.270586,0.906493,0.894746666666667,0.4262955,0.3255215,1.25554,0.365353,0,0.411824,0.836481,0.508313333333333,0.539710666666667,0.456626666666667,0,0.8616295,0,0.464848,0.339248333333333,2.34598,0.13724595,0.5599075,0.797938,0.8016565,0,1.35991,0.151615666666667,0.68801,0.816659,1.26503466666667,0.978028,0.713872,0.860170333333333,0,0.440880966666667,1.18085,0.197880666666667,0.468573666666667,0.9073845,0.294618266666666,0,0.2861198,0.679467433333334,1.69392,0.551837,0.548959,0.6361845,0.513125833333333,0.2721566,1.03617733333333,0.406694333333333,0.567097266666667,0.417297333333333,1.3705175,1.30151,0.572849,0.483281,0.35353,0.267610346197095
chr13:113900993-113901213,chr13,113900993,113901213,MER39,MACS_peak_1490,221,-,LTR/ERV1,MER39,0.65713,0.76688,0.2691925,0.65316,0.36501,0.666905,0.833495666666667,1.1343645,0.50045745,0.4528265,0.793275333333334,0.67125041,0.536476666666667,0.4384945,0.336626,0.706994,1.14732,0.523871,0.508830333333333,0.752178,0.837168,0.729914,0.159784,0,0.42141,0.153136,0.0663431,0.210114333333333,0.0849972,0.315808433333333,0,0.893405,0.1801635,0.174541,0.237051,0.184021333333333,0.6988795,0.498391333333333,0.830419333333334,0.784258,0.866834666666667,0.483446333333333,0.1554505,1.12826366666667,0.262754,0.88408,0.311884966666667,1.796135,0,0,0.264624333333333,0.706764233333333,2.61818,0.476929,0.308746,0.468286,0.422474666666667,0.935844666666667,0.862987666666667,0.541795,0.865311333333333,0.399718,0.3696125,0.759084666666667,0,0.583678,0.0877013333333333,0.471918775625669
