File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF374DQQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR472CMR	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K36me3-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1, 2	1_1, 2_1							/files/ENCFF258DST/, /files/ENCFF745PDU/, /files/ENCFF356LFX/, /files/ENCFF478JHB/, /files/ENCFF235NHW/	2857140	ENCODE Processing Pipeline	ebfda07b9d3ad5a27792848517d30896		https://www.encodeproject.org/files/ENCFF374DQQ/@@download/ENCFF374DQQ.bed.gz				released	s3://encode-public/2023/02/16/d091af6c-e8bb-4014-b2c8-f25aafe11e26/ENCFF374DQQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2023/02/16/d091af6c-e8bb-4014-b2c8-f25aafe11e26/ENCFF374DQQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released			
ENCFF843ZFG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR744VAH	Histone ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										H3K4me1-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF305OVC/, /files/ENCFF356LFX/, /files/ENCFF017RTS/	2807681	ENCODE Processing Pipeline	be721fc2cd20d0e3c8c86c5c05343ad1		https://www.encodeproject.org/files/ENCFF843ZFG/@@download/ENCFF843ZFG.bed.gz				released	s3://encode-public/2021/09/17/b09467f7-5d1b-4178-871d-fc8bcb9f2fe9/ENCFF843ZFG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/17/b09467f7-5d1b-4178-871d-fc8bcb9f2fe9/ENCFF843ZFG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF521HKS	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR839GXY	Histone ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										H3K27ac-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF305OVC/, /files/ENCFF780SVP/	2048493	ENCODE Processing Pipeline	6c358d366c7ccb0955799bd8dc41a75a		https://www.encodeproject.org/files/ENCFF521HKS/@@download/ENCFF521HKS.bed.gz				released	s3://encode-public/2021/09/17/b34479e9-dc74-459b-a6d4-547692eacc7f/ENCFF521HKS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/17/b34479e9-dc74-459b-a6d4-547692eacc7f/ENCFF521HKS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF836VHT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR450AOR	Histone ChIP-seq	/human-donors/ENCDO221IPH/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27me3-human	DNA						2020-09-03	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF254QJF/, /files/ENCFF152SBN/, /files/ENCFF356LFX/	997618	ENCODE Processing Pipeline	4170549b65f036960f841c6db7468f1d		https://www.encodeproject.org/files/ENCFF836VHT/@@download/ENCFF836VHT.bed.gz				released	s3://encode-public/2020/07/23/9b5bd729-409b-4774-84b9-45b9f113a027/ENCFF836VHT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/23/9b5bd729-409b-4774-84b9-45b9f113a027/ENCFF836VHT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released			
ENCFF775DIQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR928SPE	Histone ChIP-seq	/human-donors/ENCDO634UMA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K4me3-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF507EYW/, /files/ENCFF356LFX/, /files/ENCFF576GGO/	786843	ENCODE Processing Pipeline	bc64b992a77cb43864b707d403af330c		https://www.encodeproject.org/files/ENCFF775DIQ/@@download/ENCFF775DIQ.bed.gz				released	s3://encode-public/2021/06/23/972fe197-06ed-486d-9e77-474db331ecf9/ENCFF775DIQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/972fe197-06ed-486d-9e77-474db331ecf9/ENCFF775DIQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF029MIT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR545ZQT	Histone ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K4me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF715TMX/, /files/ENCFF984LKG/	602750	ENCODE Processing Pipeline	5c2345775f0f8cdca2cf6b64dd924a82		https://www.encodeproject.org/files/ENCFF029MIT/@@download/ENCFF029MIT.bed.gz				released	s3://encode-public/2021/09/16/8fd8a3a5-2979-4529-8bfe-93127e32851e/ENCFF029MIT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/8fd8a3a5-2979-4529-8bfe-93127e32851e/ENCFF029MIT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF154TIT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR403PEI	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF047RIR/, /files/ENCFF091WIU/, /files/ENCFF356LFX/, /files/ENCFF324KXJ/, /files/ENCFF027TVL/	879157	ENCODE Processing Pipeline	9cdd2474be2cab2eed1b64c533ad9b6b		https://www.encodeproject.org/files/ENCFF154TIT/@@download/ENCFF154TIT.bed.gz				released	s3://encode-public/2020/09/23/2d5060e7-aa45-4d2c-87c4-6880f760de4f/ENCFF154TIT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/2d5060e7-aa45-4d2c-87c4-6880f760de4f/ENCFF154TIT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF067NOJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR421CEE	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K4me1-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1	1_1							/files/ENCFF681RWW/, /files/ENCFF499PKK/	4883358	Roderic Guigo, CRG	697bada211f2aa77a8b163ce1ddc1094		https://www.encodeproject.org/files/ENCFF067NOJ/@@download/ENCFF067NOJ.bed.gz				released	s3://encode-public/2022/01/27/079603f9-5b74-473e-bf81-1f9a29ecf73c/ENCFF067NOJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/27/079603f9-5b74-473e-bf81-1f9a29ecf73c/ENCFF067NOJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF297XAZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR421CEE	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K4me1-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF390ZCL/, /files/ENCFF235NHW/, /files/ENCFF745PDU/, /files/ENCFF815RWA/	4203654	ENCODE Processing Pipeline	c1e8f96c8e3028e0865cf9b76f4c450d		https://www.encodeproject.org/files/ENCFF297XAZ/@@download/ENCFF297XAZ.bed.gz				released	s3://encode-public/2023/02/23/d6ce1f4b-f837-493a-8b9a-cb221f490d9f/ENCFF297XAZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2023/02/23/d6ce1f4b-f837-493a-8b9a-cb221f490d9f/ENCFF297XAZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released			
ENCFF450WVA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR200AFX	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K27me3-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF047RIR/, /files/ENCFF324KXJ/, /files/ENCFF601GEB/	254027	ENCODE Processing Pipeline	12c498daff4ac6e6a08a0f0d6e35a6d6		https://www.encodeproject.org/files/ENCFF450WVA/@@download/ENCFF450WVA.bed.gz				released	s3://encode-public/2020/09/24/095b9253-8c07-463e-ad14-b1abc0f13aeb/ENCFF450WVA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/095b9253-8c07-463e-ad14-b1abc0f13aeb/ENCFF450WVA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF885FQN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR668LDD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K4me3-human	DNA						2016-11-08	ENCODE		sonication (generic), shearing (Covaris generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF855ZMQ/, /files/ENCFF226FKB/, /files/ENCFF752MYF/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/	610209	ENCODE Processing Pipeline	db483a7fe9eaf56ee507f9852f0e0ca3		https://www.encodeproject.org/files/ENCFF885FQN/@@download/ENCFF885FQN.bed.gz				released	s3://encode-public/2020/10/20/35426c3b-957a-4757-8c13-0fe001345738/ENCFF885FQN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/35426c3b-957a-4757-8c13-0fe001345738/ENCFF885FQN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, control low read depth		
ENCFF731GWD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR520BIM	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K27ac-human	DNA						2016-07-28	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF610CQQ/, /files/ENCFF356LFX/, /files/ENCFF902ZGU/, /files/ENCFF498TUB/	1940668	ENCODE Processing Pipeline	1795c9af3aa26811c8d7841bb7b55d04		https://www.encodeproject.org/files/ENCFF731GWD/@@download/ENCFF731GWD.bed.gz				released	s3://encode-public/2020/12/11/2fdfc728-bf22-430d-8073-25df0781ea96/ENCFF731GWD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/2fdfc728-bf22-430d-8073-25df0781ea96/ENCFF731GWD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, mixed read lengths		
ENCFF555VAO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DPL	Histone ChIP-seq	/human-donors/ENCDO001AAA/	EFO:0006270	AG04450	cell line	Homo sapiens										H3K27ac-human	DNA						2012-07-24	ENCODE		see document		1	1_1							/files/ENCFF253PEY/, /files/ENCFF226CIG/, /files/ENCFF356LFX/	1579988	ENCODE Processing Pipeline	96c1f9b8f1a92594e108e2176512dd61		https://www.encodeproject.org/files/ENCFF555VAO/@@download/ENCFF555VAO.bed.gz				released	s3://encode-public/2020/09/30/7dca652f-801c-41c1-8a95-07f63d398aa8/ENCFF555VAO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/7dca652f-801c-41c1-8a95-07f63d398aa8/ENCFF555VAO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth		
ENCFF704LTU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DQZ	Histone ChIP-seq	/human-donors/ENCDO000ABO/	EFO:0005337	GM12864	cell line	Homo sapiens										H3K4me3-human	DNA						2011-11-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF607GTQ/, /files/ENCFF356LFX/, /files/ENCFF248PKA/, /files/ENCFF498KPF/	774278	ENCODE Processing Pipeline	d95440fabbeb28071303826766241a3e		https://www.encodeproject.org/files/ENCFF704LTU/@@download/ENCFF704LTU.bed.gz				released	s3://encode-public/2020/09/30/2b9f75f1-c7e0-42ec-9daf-cf266d8d793c/ENCFF704LTU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/2b9f75f1-c7e0-42ec-9daf-cf266d8d793c/ENCFF704LTU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth, mild to moderate bottlenecking		
ENCFF137AVW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR352BOS	Histone ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0002168	left lung	tissue	Homo sapiens										H3K4me1-human	DNA						2021-05-06	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF636QZR/, /files/ENCFF928WZE/, /files/ENCFF648HNK/	1075828	ENCODE Processing Pipeline	7474fe4b077ac2dc1016bb1328e114e5		https://www.encodeproject.org/files/ENCFF137AVW/@@download/ENCFF137AVW.bed.gz				released	s3://encode-public/2021/06/25/92e33189-0866-4e0c-896b-5b75c2adf78b/ENCFF137AVW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/25/92e33189-0866-4e0c-896b-5b75c2adf78b/ENCFF137AVW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF271HJI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR779ISJ	Histone ChIP-seq	/human-donors/ENCDO912EIY/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										H3K27ac-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF889BTS/, /files/ENCFF736YPZ/, /files/ENCFF356LFX/	1294032	ENCODE Processing Pipeline	5525f73d86778ea0ae7e92a2ced85357		https://www.encodeproject.org/files/ENCFF271HJI/@@download/ENCFF271HJI.bed.gz				released	s3://encode-public/2022/06/06/d6e97a44-6bc7-4bb8-ae43-32bd86fb686e/ENCFF271HJI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/d6e97a44-6bc7-4bb8-ae43-32bd86fb686e/ENCFF271HJI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF693JGW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR449AUD	Histone ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27ac-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF700MUH/, /files/ENCFF399FSH/, /files/ENCFF356LFX/	1468484	ENCODE Processing Pipeline	c97ef74398f8dcfda8252bdac0936fd0		https://www.encodeproject.org/files/ENCFF693JGW/@@download/ENCFF693JGW.bed.gz				released	s3://encode-public/2021/06/23/c31ddc62-a025-4e17-bd4f-7a8175f9a201/ENCFF693JGW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/c31ddc62-a025-4e17-bd4f-7a8175f9a201/ENCFF693JGW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF214QIV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR931QOV	Histone ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF708FIQ/, /files/ENCFF356LFX/, /files/ENCFF715TMX/	164349	ENCODE Processing Pipeline	f49ba62b2134398bd9dcd5133a84860f		https://www.encodeproject.org/files/ENCFF214QIV/@@download/ENCFF214QIV.bed.gz				released	s3://encode-public/2021/09/17/248a2d2e-3435-4dd6-8d2e-bb1382ad2192/ENCFF214QIV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/17/248a2d2e-3435-4dd6-8d2e-bb1382ad2192/ENCFF214QIV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF839BCO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DPJ	Histone ChIP-seq	/human-donors/ENCDO001AAA/	EFO:0006270	AG04450	cell line	Homo sapiens										H3K9me3-human	DNA						2012-07-24	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF253PEY/, /files/ENCFF349TYV/, /files/ENCFF226UGG/, /files/ENCFF356LFX/	2646101	ENCODE Processing Pipeline	b1b3bf629ce3c057a0e24bd36708e2e0		https://www.encodeproject.org/files/ENCFF839BCO/@@download/ENCFF839BCO.bed.gz				released	s3://encode-public/2020/10/29/1b0bfd7a-78e4-4420-901d-df8ee50a24b7/ENCFF839BCO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/29/1b0bfd7a-78e4-4420-901d-df8ee50a24b7/ENCFF839BCO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	control insufficient read depth, insufficient read depth	
ENCFF539IOI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR236KOX	Histone ChIP-seq	/human-donors/ENCDO392CRK/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										H3K4me3-human	DNA						2020-09-15	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF886CGW/, /files/ENCFF356LFX/, /files/ENCFF605KCU/	487259	ENCODE Processing Pipeline	54c4aeabe710bb20973f4b4cfa4b0aac		https://www.encodeproject.org/files/ENCFF539IOI/@@download/ENCFF539IOI.bed.gz				released	s3://encode-public/2020/07/23/05baf3ef-b74e-4826-8b99-8ca532e738ef/ENCFF539IOI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/23/05baf3ef-b74e-4826-8b99-8ca532e738ef/ENCFF539IOI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released			
ENCFF319CMK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR091MNT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000473	testis	tissue	Homo sapiens										H3K27me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF782ZUX/, /files/ENCFF356LFX/, /files/ENCFF213VIB/	8845	ENCODE Processing Pipeline	a9fbdce6c6be093c56df31ed16f352ad		https://www.encodeproject.org/files/ENCFF319CMK/@@download/ENCFF319CMK.bed.gz				released	s3://encode-public/2020/09/24/aee1ac2e-5c6d-4f36-83b8-37159458d98f/ENCFF319CMK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/aee1ac2e-5c6d-4f36-83b8-37159458d98f/ENCFF319CMK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF501RFI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR239WVI	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K36me3-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1	1_1							/files/ENCFF820PXK/, /files/ENCFF565SWP/	4770467	Roderic Guigo, CRG	f860c64d7cef801b8b81bd055f93b58c		https://www.encodeproject.org/files/ENCFF501RFI/@@download/ENCFF501RFI.bed.gz				released	s3://encode-public/2022/01/27/0c0eb567-c147-4bfe-9fc6-accf0938f2dc/ENCFF501RFI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/27/0c0eb567-c147-4bfe-9fc6-accf0938f2dc/ENCFF501RFI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF820KXN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR239WVI	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K36me3-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1, 2	1_1, 2_1							/files/ENCFF349FVN/, /files/ENCFF843PUM/, /files/ENCFF356LFX/, /files/ENCFF710EAX/, /files/ENCFF172YXC/	3442942	ENCODE Processing Pipeline	29dc552027570896dd8122765cea0345		https://www.encodeproject.org/files/ENCFF820KXN/@@download/ENCFF820KXN.bed.gz				released	s3://encode-public/2023/02/15/9e93b8b4-5aab-4b69-8c35-809b7c606e5e/ENCFF820KXN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2023/02/15/9e93b8b4-5aab-4b69-8c35-809b7c606e5e/ENCFF820KXN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released			
ENCFF405SDB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR835MMN	Histone ChIP-seq	/human-donors/ENCDO000ABC/	EFO:0002860	SK-N-MC	cell line	Homo sapiens										H3K27ac-human	DNA						2016-11-18	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF825DPO/, /files/ENCFF356LFX/, /files/ENCFF298MJF/, /files/ENCFF051DER/	2220567	ENCODE Processing Pipeline	14364e17a5746fb276dab3e8169e21ca		https://www.encodeproject.org/files/ENCFF405SDB/@@download/ENCFF405SDB.bed.gz				released	s3://encode-public/2020/10/26/503a1097-a282-4868-b94f-b10efbd12259/ENCFF405SDB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/26/503a1097-a282-4868-b94f-b10efbd12259/ENCFF405SDB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed run types		
ENCFF035LUP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR420KZB	Histone ChIP-seq	/human-donors/ENCDO305PTK/	EFO:0030018	BLaER1	cell line	Homo sapiens	Interleukin-3, 17β-estradiol, CSF1	10 nM, 100 nM								H3K36me3-human	DNA				formaldehyde		2022-05-10	community		shearing (Covaris generic)		1	1_1							/files/ENCFF259SCN/, /files/ENCFF547KQF/	4526108	Roderic Guigo, CRG	83004feed2da40e5fbacf5bbc6bdd662		https://www.encodeproject.org/files/ENCFF035LUP/@@download/ENCFF035LUP.bed.gz				released	s3://encode-public/2022/01/27/c89695d6-f725-4e77-bd19-38e2d86aa802/ENCFF035LUP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/27/c89695d6-f725-4e77-bd19-38e2d86aa802/ENCFF035LUP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
